location,size,total_sqft,bath,price,bhk,price_per_sqft
Nanakramguda,4 BHK,2790.0,4.0,198.0,4,7096.774193548387
Nanakramguda,3 BHK,1494.0,2.0,94.55,3,6328.647925033467
Bachupally,3 BHK,1482.0,2.0,87.0,3,5870.4453441295545
Nanakramguda,2 BHK,800.0,2.0,50.0,2,6250.0
Kondapur,2 BHK,1100.0,2.0,71.5,2,6500.0
Kondapur,2 BHK,1225.0,2.0,150.0,2,12244.897959183674
HMT Hills,2 BHK,1180.0,2.0,50.0,2,4237.28813559322
Gajularamaram,2 BHK,1260.0,2.0,58.0,2,4603.174603174603
Hitech City,2 BHK,1190.0,2.0,55.0,2,4621.848739495798
Toli Chowki,3 BHK,1691.0,3.0,119.0,3,7037.25606150207
Kokapet,2 BHK,1250.0,2.0,65.0,2,5200.0
Madhapur,2 BHK,800.0,2.0,28.0,2,3500.0
Gachibowli,2 BHK,1020.0,2.0,58.0,2,5686.274509803921
Pragathi Nagar Kukatpally,3 BHK,1510.0,2.0,75.0,3,4966.887417218543
Banjara Hills,3 BHK,1614.0,3.0,110.0,3,6815.365551425031
Nallagandla Gachibowli,4 Bedroom,1632.0,3.0,145.0,4,8884.803921568628
Central Excise Colony Hyderabad,4 BHK,3012.0,6.0,250.0,4,8300.132802124834
Madinaguda,3 BHK,1450.0,2.0,135.0,3,9310.344827586207
Somajiguda,2 BHK,1200.0,2.0,75.0,2,6250.0
Beeramguda,3 BHK,1508.0,2.0,110.0,3,7294.429708222811
Himayat Nagar,2 BHK,1188.0,2.0,73.0,2,6144.781144781145
Bowenpally,4 BHK,2690.0,4.0,199.0,4,7397.769516728625
Kondapur,2 BHK,1174.0,2.0,76.0,2,6473.594548551959
Ashok Nagar,3 BHK,1350.0,3.0,58.99,3,4369.62962962963
Ashok Nagar,3 BHK,1870.0,3.0,185.0,3,9893.048128342247
Nanakramguda,2 BHK,1072.0,2.0,25.0,2,2332.089552238806
Barkatpura,2 BHK,726.0,2.0,31.0,2,4269.972451790633
Madhapur,2 BHK,1345.0,2.0,106.0,2,7881.0408921933085
Madinaguda,2 BHK,1200.0,2.0,45.0,2,3750.0
Isnapur,2 BHK,1050.0,2.0,77.0,2,7333.333333333333
Kukatpally,3 BHK,1743.0,3.0,85.0,3,4876.649454962708
D D Colony,2 BHK,950.0,2.0,32.5,2,3421.0526315789475
DD Colony,1 BHK,640.0,1.0,55.0,1,8593.75
Nanakramguda,2 BHK,972.0,2.0,44.0,2,4526.748971193416
Miyapur,3 BHK,1840.0,3.0,98.0,3,5326.086956521739
Ramnagar Gundu,2 BHK,1128.0,2.0,64.0,2,5673.758865248227
Patancheru,2 Bedroom,2400.0,2.0,95.0,2,3958.3333333333335
Serilingampally,2 BHK,1150.0,2.0,63.0,2,5478.260869565217
Kondapur,4 Bedroom,3450.0,4.0,294.0,4,8521.739130434782
Nanakramguda,2 BHK,920.0,2.0,46.0,2,5000.0
Pragathi Nagar,3 BHK,1564.0,3.0,101.0,3,6457.800511508952
Ashok Nagar,2 BHK,1045.0,2.0,45.0,2,4306.2200956937795
Kondapur,3 BHK,2479.13,3.0,215.0,3,8672.39717158842
Hitech City,3 BHK,1846.0,3.0,140.0,3,7583.965330444204
Kukatpally,4 Bedroom,3042.0,4.0,131.0,4,4306.37738330046
Kukatpally,3 BHK,1640.0,3.0,223.0,3,13597.560975609756
Kukatpally,2 BHK,1068.0,2.0,40.05,2,3749.9999999999995
Kukatpally,2 BHK,1135.0,2.0,58.0,2,5110.132158590309
Bachupally,2 BHK,1150.0,2.0,42.0,2,3652.1739130434785
Chandanagar,3 BHK,1354.0,3.0,90.0,3,6646.971935007386
Kukatpally,4 Bedroom,1320.0,2.0,110.0,4,8333.333333333334
Adibatla,4 Bedroom,3500.0,6.0,225.0,4,6428.571428571428
Banjara Hills,2 BHK,1000.0,2.0,36.0,2,3600.0
Banjara Hills,3 BHK,1130.0,3.0,38.0,3,3362.83185840708
Nanakramguda,3 BHK,2204.0,2.0,305.0,3,13838.47549909256
Manikonda,3 BHK,1745.0,3.0,104.0,3,5959.885386819485
Manikonda,3 BHK,1550.0,2.0,70.0,3,4516.129032258064
Gachibowli,3 BHK,1329.0,2.0,45.95,3,3457.486832204665
Gachibowli,2 BHK,916.0,2.0,42.0,2,4585.152838427947
Patancheru,1 BHK,688.0,1.0,50.0,1,7267.441860465116
Patancheru,3 BHK,1358.0,3.0,50.0,3,3681.8851251840942
DD Colony,2 BHK,1331.0,2.0,107.0,2,8039.068369646882
Kukatpally,1 BHK,686.0,1.0,62.5,1,9110.787172011662
Pragathi Nagar Kukatpally,2 BHK,1050.0,2.0,50.0,2,4761.9047619047615
Pragathi Nagar Kukatpally,3 BHK,2106.0,3.0,126.0,3,5982.9059829059825
Pragathi Nagar Kukatpally,3 BHK,1718.0,3.0,90.2,3,5250.291036088475
Pragathi Nagar Kukatpally,3 BHK,1530.0,3.0,57.0,3,3725.4901960784314
Pragathi Nagar Kukatpally,2 BHK,1075.0,2.0,52.0,2,4837.209302325581
Pragathi Nagar Kukatpally,3 BHK,1936.0,2.0,54.21,3,2800.103305785124
Pragathi Nagar Kukatpally,4 BHK,2172.65,3.0,120.0,4,5523.208984419948
Pragathi Nagar Kukatpally,2 BHK,1117.0,2.0,29.99,2,2684.870188003581
Pragathi Nagar Kukatpally,3 BHK,1685.0,2.0,110.0,3,6528.189910979228
Pragathi Nagar Kukatpally,2 BHK,740.0,2.0,37.0,2,5000.0
Pragathi Nagar Kukatpally,3 BHK,1800.0,3.0,115.0,3,6388.888888888889
Pragathi Nagar Kukatpally,3 BHK,1700.0,3.0,130.0,3,7647.058823529412
Sanath Nagar,2 BHK,850.0,2.0,37.93,2,4462.35294117647
Patancheru,3 BHK,1891.0,3.0,139.0,3,7350.608143839238
Sri Nagar Colony,2 BHK,1400.0,1.0,80.0,2,5714.285714285715
Tellapur,2 BHK,896.0,2.0,43.75,2,4882.8125
Nanakramguda,2 BHK,1180.0,2.0,65.0,2,5508.474576271186
Beeramguda Road,2 BHK,850.0,2.0,33.0,2,3882.3529411764707
Patancheru,3 BHK,1699.0,3.0,97.0,3,5709.240729841083
Pati,4 BHK,2025.0,4.0,109.0,4,5382.716049382716
Kondapur,1 BHK,500.0,1.0,20.0,1,4000.0
Jubilee Hills,3 BHK,2475.0,4.0,332.0,3,13414.141414141413
Hitech City,2 BHK,1455.0,2.0,145.0,2,9965.635738831616
Madhapur,3 BHK,1521.0,3.0,94.99,3,6245.233399079553
Bachupally Road,3 BHK,3155.0,4.0,370.0,3,11727.41679873217
Patancheru,3 BHK,1765.0,3.0,105.0,3,5949.008498583569
Karimnagar,3 BHK,1980.0,3.0,88.0,3,4444.444444444444
Miyapur,2 BHK,1265.0,2.0,70.0,2,5533.596837944664
Miyapur,2 BHK,1034.0,2.0,40.0,2,3868.4719535783365
Miyapur,2 BHK,1070.0,2.0,54.0,2,5046.728971962617
Nagole,3 BHK,2045.0,4.0,154.0,3,7530.562347188264
Kollur Road,3 BHK,1490.0,2.0,98.0,3,6577.181208053691
Sun City Padmasri Estates,1 BHK,671.0,1.0,36.85,1,5491.803278688524
Chaitanyapuri,2 BHK,1156.0,2.0,32.0,2,2768.166089965398
Chaitanyapuri,3 BHK,2017.0,3.0,125.0,3,6197.322756569162
Chaitanyapuri,4 BHK,3122.0,6.0,235.0,4,7527.226137091608
Chaitanyapuri,3 BHK,1635.0,3.0,62.0,3,3792.0489296636088
Pragathi Nagar Kukatpally,2 BHK,1296.0,2.0,89.0,2,6867.283950617284
Chandanagar,2 BHK,1139.0,2.0,62.0,2,5443.371378402107
Miyapur,2 BHK,1245.0,2.0,86.28,2,6930.120481927711
Miyapur,4 BHK,3951.0,4.0,220.0,4,5568.2105796001015
Kondapur,2 BHK,550.0,1.0,15.0,2,2727.2727272727275
Kokapet,1 BHK,360.0,1.0,26.0,1,7222.222222222223
Nandagiri Hills,3 BHK,1670.0,3.0,120.0,3,7185.62874251497
Nandagiri Hills,3 BHK,1050.0,2.0,57.0,3,5428.571428571428
Sri Nagar Colony,3 BHK,1210.0,2.0,58.0,3,4793.388429752066
Somajiguda,2 BHK,1140.0,2.0,43.0,2,3771.9298245614036
Balanagar,3 BHK,1343.0,2.0,56.41,3,4200.297840655249
Jubilee Hills,2 BHK,925.0,2.0,51.0,2,5513.513513513513
Kokapet,3 BHK,1420.0,2.0,75.0,3,5281.69014084507
Kismatpur,2 BHK,1415.0,2.0,110.0,2,7773.851590106007
Patancheru,2 BHK,1210.0,2.0,60.0,2,4958.677685950413
Patancheru,3 BHK,1852.0,3.0,160.0,3,8639.308855291576
Pati,3 BHK,1250.0,3.0,50.0,3,4000.0
Patancheru,2 BHK,1100.0,2.0,65.0,2,5909.090909090909
Pati,2 BHK,1100.0,2.0,53.35,2,4850.0
Pati,2 Bedroom,1350.0,1.0,100.0,2,7407.407407407408
Patancheru,3 BHK,1546.0,3.0,99.0,3,6403.622250970246
Pati,2 BHK,1424.0,2.0,90.0,2,6320.224719101124
Pati,3 BHK,1398.0,3.0,68.0,3,4864.0915593705295
Patancheru,3 BHK,1650.0,3.0,200.0,3,12121.212121212122
Pati,3 BHK,1476.0,3.0,105.0,3,7113.821138211382
Pati,3 BHK,1322.0,2.0,58.82,3,4449.3192133131615
Kondapur,3 BHK,1285.0,2.0,68.0,3,5291.828793774319
KPHB,2 BHK,1150.0,2.0,80.0,2,6956.521739130435
Vivekananda Nagar Colony,3 BHK,1430.0,2.0,56.0,3,3916.083916083916
Banjara Hills,2 BHK,1185.0,2.0,65.0,2,5485.232067510548
Gachibowli,3 BHK,1760.0,3.0,67.0,3,3806.818181818182
Jubilee Hills,2 BHK,1297.0,2.0,105.0,2,8095.605242868157
LB Nagar,3 BHK,1840.0,3.0,155.0,3,8423.91304347826
Adibatla,2 BHK,950.0,2.0,52.0,2,5473.684210526316
Miyapur,2 BHK,1277.5,2.0,95.815,2,7500.1956947162425
Kollur Road,3 BHK,1571.0,3.0,89.0,3,5665.1814131126675
Kollur Road,2 BHK,1031.0,2.0,55.0,2,5334.62657613967
Kollur Road,2 BHK,1485.0,2.0,90.0,2,6060.606060606061
Kollur Road,2 BHK,1109.0,2.0,60.0,2,5410.279531109108
Kollur,1 BHK,950.0,1.0,50.0,1,5263.1578947368425
Kollur Road,2 BHK,1161.0,2.0,55.15,2,4750.215331610681
Kondapur,2 BHK,1003.0,2.0,40.6,2,4047.8564307078764
Dammaiguda,2 BHK,1255.0,2.0,73.0,2,5816.733067729084
Hyder Nagar,3 BHK,1875.0,3.0,167.0,3,8906.666666666666
Begumpet,3 BHK,1330.0,2.0,47.0,3,3533.8345864661655
Ashok Nagar,4 BHK,2519.0,5.0,185.0,4,7344.184200079397
Shaikpet,4 Bedroom,1450.0,3.0,132.0,4,9103.448275862069
Moti Nagar,3 BHK,1837.0,3.0,145.0,3,7893.304300489929
Hitech City,2 BHK,1238.0,2.0,55.0,2,4442.64943457189
Sanath Nagar,3 BHK,1405.0,2.0,59.01,3,4200.0
Kollur Road,3 BHK,1673.0,3.0,115.0,3,6873.879258816497
Kollur Road,2 BHK,1112.0,2.0,40.0,2,3597.122302158273
Kondapur,2 BHK,545.0,1.0,27.0,2,4954.128440366972
Adibatla,2 BHK,985.0,2.0,58.0,2,5888.324873096447
Kukatpally,1 BHK,825.0,1.0,36.29,1,4398.787878787879
Boduppal,2 BHK,1430.0,2.0,97.52,2,6819.580419580419
AS Rao Nagar,2 BHK,1050.0,2.0,43.0,2,4095.2380952380954
Sainikpuri,3 BHK,1533.0,3.0,115.0,3,7501.630789302022
Shaikpet,3 BHK,1750.0,3.0,150.0,3,8571.42857142857
Serilingampally,2 BHK,1352.0,2.0,87.5,2,6471.89349112426
Jubilee Hills,3 BHK,1754.0,3.0,125.0,3,7126.567844925884
Adibatla,3 BHK,1560.0,3.0,85.0,3,5448.717948717948
Adibatla,4 BHK,3012.0,6.0,268.0,4,8897.742363877822
Adibatla,3 BHK,1470.0,2.0,90.0,3,6122.448979591837
Usman Nagar,2 BHK,1035.0,2.0,45.0,2,4347.826086956522
Shadnagar,2 BHK,1100.0,2.0,52.0,2,4727.272727272727
Shadnagar,1 BHK,595.0,1.0,31.83,1,5349.579831932773
Kondapur,3 BHK,1650.0,3.0,110.0,3,6666.666666666667
Adibatla,2 BHK,1235.0,2.0,46.8,2,3789.4736842105262
Uppal,3 BHK,1400.0,3.0,115.0,3,8214.285714285714
Uppal,3 BHK,1375.0,2.0,85.0,3,6181.818181818182
Jubilee Hills,2 BHK,1065.0,2.0,40.84,2,3834.7417840375592
Narsingi,1 BHK,825.0,1.0,45.0,1,5454.545454545455
Chikkadapally,3 BHK,1440.0,2.0,60.33,3,4189.583333333333
Begumpet,2 BHK,870.0,2.0,39.5,2,4540.229885057472
Begumpet,2 BHK,1195.0,2.0,84.0,2,7029.28870292887
Gachibowli,3 BHK,1530.0,3.0,61.2,3,4000.0
Narsingi,2 BHK,975.0,2.0,43.0,2,4410.25641025641
Kollur Road,3 BHK,1920.0,3.0,130.0,3,6770.833333333333
Gachibowli,2 BHK,1183.0,2.0,58.56,2,4950.126796280642
Hitech City,3 BHK,1550.0,2.0,65.0,3,4193.548387096775
Madhapur,2 BHK,1110.0,2.0,53.0,2,4774.774774774774
Miyapur,2 BHK,1105.0,2.0,38.67,2,3499.547511312217
Kondapur,4 BHK,3067.0,4.0,230.0,4,7499.184871209651
Shaikpet,3 BHK,1929.0,4.0,103.0,3,5339.554173146708
Domalguda,3 BHK,1525.0,3.0,100.0,3,6557.377049180328
Domalguda,3 BHK,1775.0,3.0,110.0,3,6197.183098591549
Lingampalli,2 BHK,1125.0,2.0,63.0,2,5600.0
Kondapur,2 BHK,1268.0,2.0,73.0,2,5757.097791798107
Narsingi,3 BHK,1500.0,3.0,88.0,3,5866.666666666667
Allwyn Colony,1 BHK,630.0,1.0,47.0,1,7460.31746031746
Lingampalli,3 BHK,1525.0,3.0,65.0,3,4262.295081967213
Jubilee Hills,2 BHK,1060.0,2.0,48.0,2,4528.301886792453
Kukatpally,3 BHK,1687.0,3.0,127.0,3,7528.156490812093
Kukatpally,3 BHK,1847.0,3.0,123.0,3,6659.447753113156
Kukatpally,3 BHK,1410.0,2.0,53.0,3,3758.8652482269504
Kukatpally,2 BHK,1075.0,2.0,42.99,2,3999.0697674418607
Manikonda,2 BHK,1010.0,2.0,46.0,2,4554.455445544554
Boduppal,3 BHK,1875.0,3.0,110.0,3,5866.666666666667
Whisper Valley,2 BHK,983.0,2.0,50.6,2,5147.5076297049845
Whisper Valley,2 BHK,1140.0,2.0,76.0,2,6666.666666666667
Whisper Valley,2 BHK,1215.0,2.0,110.0,2,9053.497942386832
Tukkuguda Airport View Point Road,3 BHK,2039.0,3.0,168.0,3,8239.333006375675
Begumpet,3 BHK,1350.0,3.0,55.5,3,4111.111111111111
Begumpet,3 BHK,1128.76,3.0,47.405,3,4199.741309047096
Gachibowli,2 BHK,921.0,2.0,34.0,2,3691.6395222584147
Uppal Kalan,2 BHK,1010.0,2.0,49.27,2,4878.217821782178
Manikonda,2 BHK,1015.0,2.0,43.0,2,4236.453201970443
LB Nagar,2 BHK,1179.0,2.0,75.0,2,6361.323155216285
Balanagar,2 BHK,870.0,2.0,24.0,2,2758.6206896551726
Kukatpally,3 BHK,2475.0,4.0,320.0,3,12929.29292929293
Kukatpally,2 BHK,1000.0,1.0,55.0,2,5500.0
Kondapur,2 Bedroom,1200.0,2.0,66.0,2,5500.0
KPHB,2 BHK,1255.0,2.0,57.5,2,4581.673306772908
KPHB,2 BHK,1085.0,2.0,30.38,2,2800.0
Aminpur,3 BHK,1934.0,3.0,150.0,3,7755.946225439504
Bachupally,2 BHK,1200.0,2.0,49.5,2,4125.0
Miyapur,6 BHK,3600.0,6.0,120.0,6,3333.3333333333335
Chandanagar,2 BHK,935.0,2.0,45.0,2,4812.834224598931
Patancheru,2 BHK,877.0,2.0,30.0,2,3420.752565564424
Shankarpalli,2 BHK,936.0,2.0,42.0,2,4487.179487179487
Narsingi,2 BHK,1232.0,2.0,69.61,2,5650.162337662337
Narsingi,3 BHK,2225.0,4.0,169.0,3,7595.505617977528
Aminpur,3 BHK,1901.0,3.0,119.0,3,6259.863229879011
Miyapur,3 BHK,1819.0,3.0,100.0,3,5497.526113249038
Hitech City,4 BHK,3715.0,6.0,200.5,4,5397.039030955585
Madhapur,4 BHK,5000.0,4.0,290.0,4,5800.0
Bolarum,3 BHK,1845.0,4.0,110.0,3,5962.059620596206
Begumpet,2 BHK,1140.0,2.0,46.0,2,4035.0877192982457
Madhapur,3 BHK,2254.0,3.0,170.0,3,7542.147293700089
Manikonda,3 BHK,1750.0,3.0,150.0,3,8571.42857142857
Tarnaka,2 BHK,1020.0,2.0,37.0,2,3627.450980392157
Manikonda,3 BHK,1893.0,3.0,140.0,3,7395.66825145272
Banjara Hills,3 BHK,3025.0,3.0,500.0,3,16528.92561983471
Himayat Nagar,3 BHK,1075.0,2.0,90.0,3,8372.093023255815
Madhapur,2 BHK,1200.0,2.0,78.0,2,6500.0
Kukatpally,2 BHK,1233.0,2.0,77.65,2,6297.6480129764805
Nanakramguda,2 BHK,1255.0,2.0,65.26,2,5200.000000000001
Kollur,3 BHK,1525.0,2.0,60.0,3,3934.4262295081967
Kukatpally,3 BHK,1240.0,2.0,84.0,3,6774.193548387097
Hitech City,3 BHK,1245.0,2.0,68.0,3,5461.847389558233
Nanakramguda,2 BHK,1104.0,2.0,36.43,2,3299.81884057971
Nanakramguda,3 BHK,1075.0,2.0,35.99,3,3347.906976744186
Safilguda,2 BHK,1155.0,2.0,60.0,2,5194.805194805195
Nizampet,2 BHK,1520.0,2.0,62.0,2,4078.9473684210525
Bachupally,4 BHK,3122.0,6.0,245.0,4,7847.533632286995
Gachibowli,2 BHK,1290.0,2.0,85.0,2,6589.147286821705
Banjara Hills,2 BHK,900.0,2.0,95.0,2,10555.555555555555
Trimalgherry,2 BHK,987.0,2.0,49.0,2,4964.5390070921985
Manikonda,3 BHK,1720.0,3.0,100.0,3,5813.953488372093
Trimalgherry,2 BHK,1040.0,2.0,50.0,2,4807.692307692308
Old Bowenpally,2 BHK,1030.0,2.0,50.0,2,4854.368932038835
West Marredpally,3 BHK,2556.0,3.0,133.0,3,5203.442879499217
Neredmet,3 BHK,1850.0,3.0,168.0,3,9081.081081081082
Kothaguda,2 BHK,1270.0,2.0,83.0,2,6535.433070866142
Gopanpally,2 BHK,1050.0,2.0,85.0,2,8095.238095238095
Alkapur township,2 BHK,946.0,2.0,38.0,2,4016.913319238901
Kothaguda,3 BHK,1726.0,3.0,145.0,3,8400.92699884125
Begumpet,3 BHK,2121.0,4.0,253.0,3,11928.335690711929
Hitech City,2 BHK,1404.0,2.0,75.0,2,5341.880341880342
Hitech City,2 BHK,1025.0,2.0,57.0,2,5560.975609756098
Malkajgiri,4 Bedroom,4800.0,5.0,629.0,4,13104.166666666666
Kowkur,2 BHK,1040.0,2.0,46.0,2,4423.076923076923
East Marredpally,2 BHK,1310.0,2.0,80.0,2,6106.8702290076335
Gachibowli,3 BHK,1788.0,3.0,98.34,3,5500.0
West Marredpally,2 BHK,1144.0,2.0,38.55,2,3369.7552447552443
Patancheru Shankarpalli Road,3 BHK,1646.0,3.0,79.5,3,4829.890643985419
Patancheru Shankarpalli Road,4 BHK,4395.0,4.0,242.0,4,5506.257110352673
Banjara Hills,3 BHK,1995.0,3.0,135.0,3,6766.917293233083
Uppalguda,2 BHK,1085.0,2.0,47.74,2,4400.0
Begumpet,2 BHK,1139.0,2.0,56.8,2,4986.830553116769
Begumpet,3 BHK,1767.0,3.0,98.0,3,5546.1233729485
Nanakramguda,3 BHK,1692.0,3.0,88.0,3,5200.945626477542
Nallagandla Gachibowli,3 BHK,1345.0,2.0,57.0,3,4237.918215613383
Puppalaguda,2 BHK,1100.0,2.0,60.0,2,5454.545454545455
Gachibowli,3 BHK,1408.0,3.0,62.0,3,4403.409090909091
Bachupally,3 BHK,2072.0,4.0,150.0,3,7239.382239382239
Nizampet,2 BHK,1420.0,2.0,158.0,2,11126.760563380281
Kukatpally,2 BHK,1063.0,2.0,31.9,2,3000.9407337723424
Miyapur,3 BHK,1430.0,2.0,56.0,3,3916.083916083916
Manikonda,3 BHK,1760.0,3.0,145.0,3,8238.636363636364
Puppalaguda,3 BHK,2010.0,3.0,92.0,3,4577.114427860696
Aushapur,3 BHK,1480.0,2.0,64.23,3,4339.864864864865
Miyapur,4 BHK,4850.0,6.0,385.0,4,7938.144329896907
Nizampet,2 BHK,1100.0,2.0,52.0,2,4727.272727272727
Boduppal,3 BHK,1752.12,3.0,116.0,3,6620.551103805676
East Marredpally,1 BHK,790.5,1.0,41.9,1,5300.44275774826
Suchitra,3 BHK,1942.0,3.0,102.0,3,5252.317198764161
Old Alwal,2 BHK,1000.0,2.0,53.0,2,5300.0
Secunderabad Railway Station Road,1 BHK,668.0,1.0,36.85,1,5516.4670658682635
KPHB,3 BHK,1800.0,3.0,90.0,3,5000.0
Balapur,2 BHK,1036.0,2.0,39.35,2,3798.262548262548
Karmanghat,3 BHK,1583.0,3.0,105.0,3,6632.975363234365
new nallakunta,2 BHK,1100.0,2.0,65.0,2,5909.090909090909
Hitech City,2 BHK,1246.0,2.0,65.0,2,5216.69341894061
Yapral,2 BHK,850.0,2.0,28.0,2,3294.1176470588234
Yapral,2 BHK,1196.0,2.0,51.51,2,4306.8561872909695
Kokapet,3 BHK,1697.0,3.0,114.0,3,6717.737183264585
Puppalaguda,4 Bedroom,3750.0,6.0,290.0,4,7733.333333333333
Puppalaguda,2 BHK,1022.0,2.0,52.0,2,5088.062622309198
Puppalaguda,2 BHK,1018.0,2.0,23.45,2,2303.5363457760313
Puppalaguda,2 BHK,1322.0,2.0,68.0,2,5143.721633888048
Puppalaguda,4 Bedroom,1800.0,4.0,145.0,4,8055.555555555556
Puppalaguda,3 BHK,2400.0,3.0,260.0,3,10833.333333333334
Hitech City,3 BHK,1635.0,2.0,85.0,3,5198.7767584097855
Hitech City,4 BHK,3526.0,4.0,558.0,4,15825.2977878616
Miyapur,3 BHK,2770.0,3.0,460.0,3,16606.49819494585
chandrayangutta,4 BHK,3035.0,5.0,200.0,4,6589.785831960461
Jubilee Hills,3 BHK,1533.0,3.0,85.0,3,5544.683626875408
Kollur Road,3 BHK,1720.0,3.0,134.0,3,7790.697674418605
Kompally,2 BHK,1185.0,2.0,75.84,2,6400.0
Kukatpally,1 BHK,395.0,1.0,10.25,1,2594.9367088607596
Kukatpally,2 BHK,1031.0,2.0,56.35,2,5465.56741028128
Nizampet,4 BHK,2650.0,4.0,240.0,4,9056.603773584906
Chandanagar,3 BHK,1330.0,2.0,46.55,3,3500.0
Miyapur,2 BHK,1259.0,2.0,57.0,2,4527.4027005559965
Miyapur,3 BHK,1570.0,3.0,88.0,3,5605.095541401274
Manikonda,3 BHK,1075.0,2.0,36.0,3,3348.8372093023254
Chandanagar,2 BHK,1216.0,2.0,79.0,2,6496.710526315789
Madhapur,3 BHK,1428.0,2.0,66.0,3,4621.848739495798
Beeramguda,3 BHK,1475.0,3.0,70.0,3,4745.762711864407
Beeramguda,3 BHK,1804.0,3.0,102.0,3,5654.10199556541
Kollur Road,2 BHK,1260.0,2.0,46.62,2,3700.0
Nallagandla Gachibowli,3 BHK,2160.0,3.0,160.0,3,7407.407407407408
Kondapur,2 BHK,1300.0,2.0,65.0,2,5000.0
Kondapur,1 BHK,605.0,1.0,29.0,1,4793.388429752066
Kondapur,2 BHK,1444.0,2.0,75.97,2,5261.0803324099725
Masab Tank,2 BHK,845.0,2.0,29.0,2,3431.9526627218934
Himayat Nagar,2 BHK,700.0,2.0,35.0,2,5000.0
Pragathi Nagar Kukatpally,3 BHK,1625.0,3.0,55.0,3,3384.6153846153848
Janachaitanya Colony,2 BHK,1452.55,2.0,110.0,2,7572.889057175313
Gachibowli,2 BHK,1139.0,2.0,56.85,2,4991.220368744513
Gachibowli,3 BHK,1660.0,3.0,75.0,3,4518.0722891566265
Nanakramguda,2 BHK,1170.0,2.0,105.0,2,8974.358974358975
Kondapur,2 BHK,1448.0,2.0,68.0,2,4696.132596685083
Kondapur,3 BHK,1762.0,3.0,110.0,3,6242.905788876277
Bachupally,2 BHK,1105.0,2.0,38.65,2,3497.737556561086
Manikonda,3 BHK,1825.0,3.0,105.0,3,5753.424657534247
Nanakramguda,1 RK,296.0,1.0,22.89,1,7733.108108108108
Madhapur,2 BHK,1185.0,2.0,43.0,2,3628.6919831223627
Nallagandla Gachibowli,3 BHK,1320.0,2.0,38.12,3,2887.8787878787875
Bagh Amberpet,2 BHK,1058.0,2.0,48.0,2,4536.862003780719
Nallakunta,2 BHK,1200.0,2.0,72.0,2,6000.0
Nacharam,3 BHK,1550.0,3.0,78.0,3,5032.258064516129
Nacharam,4 BHK,2503.0,4.0,188.0,4,7510.986815821015
Nacharam,4 BHK,2524.0,5.0,190.0,4,7527.733755942948
Habsiguda,2 BHK,1045.0,2.0,76.77,2,7346.411483253589
Habsiguda,3 BHK,1290.0,2.0,45.15,3,3500.0
Nacharam,2 BHK,1400.0,2.0,78.0,2,5571.428571428572
Nacharam,3 BHK,1680.0,3.0,112.0,3,6666.666666666667
